id;en;de;ru
9_15Line7;Note that each time you complete the mission again,;Beachte, das jedes Mal, wenn du diese Mission erneut erfolgreich;Примечание: каждый раз прохождения миссии снова,
9_15Line8;the amount of money you get when you destroy the enemy;beendet hast, die Geldmenge, die du für das abschiessen der Feinde;количество денег получаемое вами при уничтожении
9_15Line9;in this mission is reduced two times.;erhälst, um die Hälfte reduziert wird.;противника будет сокращаться в два раза.
;;;
;;;
9_16Line1;Shortcut: F2 - toggle show/hide game FPS counter.;Shortcut: F2 - FPS Zähler An/Aus.;Клавиши: F2 - вкл/выкл отображения FPS.
9_16Line2;Shortcuts: F5 / F6 / F7 - decrease / reset / increase game speed.;Shortcuts: F5 / F6 / F7 - verringere / normalisiere / erhöhe Spielgeschwindigkeit.;Клавиши: F5 / F6 / F7 - уменьшить / сбросить / увеличить скорость игры.
9_16Line3;Shortcut: F8 - change weapon panels view.;Shortcut: F8 - Ansicht der Waffentafeln verändern.;Клавиши: F8 - изменить вид панелей оружия.
9_16Line4;Shortcuts: F9 / F10 - change Primary / Secondary weapon group fire mode.;Shortcuts: F9 / F10 - Feuermodus der Primär /Sekundär Waffen verändern.;Клавиши: F9 / F10 - изменить тип стрельбы для Первичного / Вторичного оружия.
9_16Line5;Shortcut: F12 - capture screenshot. (File will be saved on your Desktop.);Shortcut: F12 - Bildschirmfoto. (Foto landet auf dem Desktop.);Клавиши: F12 - скриншот. (Файл будет сохранен на рабочем столе.)
9_16Line6;Shortcut: Esc - show/hide game menu. (Pause.);Shortcut: Esc - Spielmenü An/Aus. (Pause.);Клавиши: Esc - показать / скрыть меню игры. (Пауза.)
;;;
9_17Line1;Custom Weapon Angle is use-;Waffenwinkel ist nur mit;Угол поворота возможно
9_17Line2;ful with optical computer;optischem Computersystem;использовать только с
9_17Line3;system Neo or Supra only.;Neo oder Supra nutzbar.;В.О.К.Н Нео и Супра.
;;;
;;;
9_18Line1;AstroMenace Donation;AstroMenace Geldspende;Пожертвования для игры AstroMenace
9_18Line2;AstroMenace is Open Source, you can support this game;AstroMenace ist Open Source, aber Sie können durch eine;Игра AstroMenace - проект с открытым исходным кодом (Open
9_18Line3;by donation.;Geldspende die Entwicklung unterstützen.;Source), вы можете поддержать разработку игры.
9_18Line4;Available donation methods: Credit Card (Visa, MasterCard,;Verfügbare Spendenmethoden: Kreditkarte (Visa, MasterCard,;Принимаются платежи с: WebMoney, Кредитных карт (Visa,
9_18Line5;EuroCard, American Express, Discover/Novus, Diners Club, JCB),;EuroCard, American Express, Discover/Novus, Diners Club, JCB),;MasterCard, EuroCard, American Express, Discover/Novus,
9_18Line6;WebMoney, US$ Checks, Eurochecks, Wire Transfers.;WebMoney, US$ Schecks, Euroschecks, oder Geldüberweisung.;Club, JCB), Банковским переводом.
9_18Line7;Thank you everybody for showing your support;Vielen Dank an Alle für die Unterstützung und;Спасибо всем за поддержку и помощь в развитии
9_18Line8;and furthering AstroMenace!;Förderung von AstroMenace!;игры AstroMenace!
;;;
;;;
10_PROJECT_LEADER;PROJECT LEADER, PROGRAMMING;PROJECT LEADER, PROGRAMMING;РУКОВОДИТЕЛЬ, ПРОГРАММИРОВАНИЕ
10_Michael_Kurinnoy;Michael Kurinnoy;Michael Kurinnoy;Михаил Куринной
;;;
10_2D_ARTWORK;2D ARTWORK;2D ARTWORK;ГРАФИКА
10_Tatiana_Savitskaya;Tatiana Savitskaya;Tatiana Savitskaya;Татьяна Савицкая
;;;
10_3D_MODELS;3D MODELS;3D MODELS;3Д МОДЕЛИ
10_Max_Shelekhov;Max Shelekhov, 3drt.com;Max Shelekhov, 3drt.com;Макс Шелехов, 3drt.com
10_Oleg_Linkov;Oleg Linkov;Oleg Linkov;Олег Линьков
10_Egor_Kurteanu;Egor Kurteanu;Egor Kurteanu;Egor Kurteanu
;;;
10_PLANETARY_TEXTURES;PLANETARY TEXTURES;PLANETARY TEXTURES;ТЕКСТУРЫ ПЛАНЕТ
10_Alex_(Esgaroth)_Reuter;Alex (Esgaroth) Reuter;Alex (Esgaroth) Reuter;Alex (Esgaroth) Reuter
10_Robert_Stein;Robert Stein;Robert Stein;Robert Stein
;;;
10_MUSIC;MUSIC;MUSIC;МУЗЫКА
10_Alexander_Matchugovsky;Alexander Matchugovsky;Alexander Matchugovsky;Александр Мачуговский
;;;
10_SOUND_EFFECTS;SOUND EFFECTS;SOUND EFFECTS;ЗВУКОВЫЕ ЭФФЕКТЫ
10_Michael_Sirotkin;Michael Sirotkin;Michael Sirotkin;Михаил Сироткин
10_Alexander_Vassilyevsky;Alexander Vassilyevsky;Alexander Vassilyevsky;Александр Васильевский
;;;
10_VOICE;VOICE;VOICE;ГОЛОС
10_Elena_Zavalishina_(en,_ru);Elena Zavalishina (en, ru);Elena Zavalishina (en, ru);Елена Завалишина (en, ru)
10_Petra_Schulten_(de);Petra Schulten (de);Petra Schulten (de);Petra Schulten (de)
;;;
10_WEB_PROGRAMMING;WEB PROGRAMMING;WEB PROGRAMMING;ВЕБ ПРОГРАММИРОВАНИЕ
10_Pavel_Voylov;Pavel Voylov;Pavel Voylov;Павел Войлов
;;;
10_TRANSLATORS;TRANSLATORS;TRANSLATORS;ПЕРЕВОД
10_Bernd_Dau_(de);Bernd Dau (de);Bernd Dau (de);Bernd Dau (de)
10_Michael_Kurinnoy_(en,_ru);Michael Kurinnoy (en, ru);Michael Kurinnoy (en, ru);Михаил Куринной (en, ru)
;;;
10_TESTERS;TESTERS;TESTERS;ТЕСТЕРЫ
10_Dmitriy_Schigolev;Dmitriy Schigolev;Dmitriy Schigolev;Дмитрий Щеголев
10_Ivan_Bobrov;Ivan Bobrov;Ivan Bobrov;Иван Бобров
10_Vadim_Sosenko;Vadim Sosenko;Vadim Sosenko;Вадим Сосенко
10_Dmitriy_Tatarinov;Dmitriy Tatarinov;Dmitriy Tatarinov;Дмитрий Татаринов
10_Alexey_Mosesov;Alexey Mosesov;Alexey Mosesov;Алексей Мосесов
10_Bernd_Dau;Bernd Dau;Bernd Dau;Bernd Dau
10_Ryan_Foster;Ryan Foster;Ryan Foster;Ryan Foster
10_Jason_Crowell;Jason Crowell;Jason Crowell;Jason Crowell
;;;
10_SPECIAL_THANKS_TO;SPECIAL THANKS TO;SPECIAL THANKS TO;ОСОБЫЕ БЛАГОДАРНОСТИ
10_Richard_Benson;Richard Benson;Richard Benson;Richard Benson
10_Alexey_Madalinskiy;Alexey Madalinskiy;Alexey Madalinskiy;Алексей Мадалинский
10_Olga_Zhuravleva;Olga Zhuravleva;Olga Zhuravleva;Ольга Журавлева
10_Nick_OConnell;Nick O`Connell;Nick O`Connell;Nick O`Connell
10_Mikhail_Storcheous;Mikhail Storcheous;Mikhail Storcheous;Михаил Сторчеус
;;;
10_POWERED_BY;POWERED BY;POWERED BY;В ИГРЕ ИСПОЛЬЗУЮТСЯ
;;;
10_DEVELOPING_WITH;DEVELOPING WITH;DEVELOPING WITH;РАЗРАБАТЫВАЕТСЯ С ИСПОЛЬЗОВАНИЕМ
;;;
;;;
11_build;build;build;сборка
11_fps;fps;fps;fps
11_triangles;triangles;triangles;треугольников
11_Copyright;Copyright;Copyright;Copyright
11_Version;Version;Version;Версия
11_Loading;LOADING;LADE;ЗАГРУЗКА
